PLOT_ID,CENTER_LON,CENTER_LAT,SIZE_M,SHAPE,FLAGGED,ANALYSES,SAMPLE_POINTS,USER_ID,ANALYSIS_DURATION,COLLECTION_TIME,PL_LONGITUDE,PL_LATITUDE,PL_FID_REFDTA,PL_CID,PL_FID_CUT_20,PL_NIVEL2,PL_NIV2_INT,PL_BUFF_DIST,PL_ORIG_FID,PL_TRUENIV2_I,PL_PLOTID,CLASES DE ELEMENTOS DE PAISAJE:ARBOL NATIVO,CLASES DE ELEMENTOS DE PAISAJE:ARBOL DE PLANTACION,CLASES DE ELEMENTOS DE PAISAJE:ARBOL DE MANGLE,CLASES DE ELEMENTOS DE PAISAJE:VEGETACION HERBECEA/PASTOS,CLASES DE ELEMENTOS DE PAISAJE:VEGETACION ARBUSTIVA,CLASES DE ELEMENTOS DE PAISAJE:VEGETACION DE PARAMO,CLASES DE ELEMENTOS DE PAISAJE:AGUA NATURAL,CLASES DE ELEMENTOS DE PAISAJE:AGUA ARTIFICIAL,CLASES DE ELEMENTOS DE PAISAJE:VEGETACION DE HUMEDALES,CLASES DE ELEMENTOS DE PAISAJE:CULTIVOS,CLASES DE ELEMENTOS DE PAISAJE:ESTRUCTURA DE VIVIENDA,CLASES DE ELEMENTOS DE PAISAJE:CONSTRUCCION DE INFRAESTRUCTURA,CLASES DE ELEMENTOS DE PAISAJE:CARRETERAS Y LOTES,CLASES DE ELEMENTOS DE PAISAJE:VEGETACION DE ASENTAMIENTOS,CLASES DE ELEMENTOS DE PAISAJE:SUELO DESNUDO,CLASES DE ELEMENTOS DE PAISAJE:NIEVE/HIELO,CLASES DE ELEMENTOS DE PAISAJE:OTRAS/NUBE
279,-78.21799176,0.128538762,30.0,square,false,0,25,,,,-78.21799176,0.128538762,4160,1,1,AREA SIN COBERTURA VEGETAL,2,20,34795,0,4160_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,-79.27160927,-0.686167477,30.0,square,false,0,25,,,,-79.27160927,-0.686167477,29299,9,9,PLANTACION FORESTAL,4,20,26277,0,29299_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,-78.42038485,-0.185630094,30.0,square,false,0,25,,,,-78.42038485,-0.185630094,223,0,0,AREA POBLADA,1,20,31610,0,223_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,-79.83612719,0.867768623,30.0,square,false,0,25,,,,-79.83612719,0.867768623,225,0,0,AREA POBLADA,1,20,38219,0,225_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,-79.67387419,-2.467790454,30.0,square,false,0,25,,,,-79.67387419,-2.467790454,8518,2,2,ARTIFICIAL,3,20,10324,0,8518_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,-78.73967475,-0.799821673,30.0,square,false,0,25,,,,-78.73967475,-0.799821673,36360,12,12,VEGETACION ARBUSTIVA,8,20,24831,0,36360_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,-78.82288337,-2.465646623,30.0,square,false,0,25,,,,-78.82288337,-2.465646623,4176,1,1,AREA SIN COBERTURA VEGETAL,2,20,10338,0,4176_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,-78.40225916,-1.658241255,30.0,square,false,0,25,,,,-78.40225916,-1.658241255,15421,5,5,GLACIAR,6,20,17855,0,15421_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,-80.04251198,-3.330954111,30.0,square,false,0,25,,,,-80.04251198,-3.330954111,8535,2,2,ARTIFICIAL,3,20,5535,0,8535_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,-77.94497112,0.438590094,30.0,square,false,0,25,,,,-77.94497112,0.438590094,4177,1,1,AREA SIN COBERTURA VEGETAL,2,20,36532,0,4177_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,-80.04038424,-2.570967313,30.0,square,false,0,25,,,,-80.04038424,-2.570967313,7204,2,2,ARTIFICIAL,3,20,9471,0,7204_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,-78.91888542,-2.262503768,30.0,square,false,0,25,,,,-78.91888542,-2.262503768,41710,13,13,VEGETACION HERBACEA,9,20,12329,0,41710_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,-79.47124298,-1.643005571,30.0,square,false,0,25,,,,-79.47124298,-1.643005571,23048,7,7,NATURAL,3,20,18012,0,23048_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,-78.67041012,-0.675851075,30.0,square,false,0,25,,,,-78.67041012,-0.675851075,27402,9,9,PLANTACION FORESTAL,4,20,26652,0,27402_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,-77.82918399,0.584891768,30.0,square,false,0,25,,,,-77.82918399,0.584891768,27407,9,9,PLANTACION FORESTAL,4,20,37203,0,27407_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,-79.23160294,-0.223350789,30.0,square,false,0,25,,,,-79.23160294,-0.223350789,27405,9,9,PLANTACION FORESTAL,4,20,31302,0,27405_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,-79.31153799,-4.373623327,30.0,square,false,0,25,,,,-79.31153799,-4.373623327,28737,9,9,PLANTACION FORESTAL,4,20,869,0,28737_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,-79.35390907,-3.319932769,30.0,square,false,0,25,,,,-79.35390907,-3.319932769,4171,1,1,AREA SIN COBERTURA VEGETAL,2,20,5616,0,4171_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,-78.52096318,-0.676006496,30.0,square,false,0,25,,,,-78.52096318,-0.676006496,27406,9,9,PLANTACION FORESTAL,4,20,26642,0,27406_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,-80.20650319,-0.317202744,30.0,square,false,0,25,,,,-80.20650319,-0.317202744,23040,7,7,NATURAL,3,20,30430,0,23040_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,-78.49010954,-0.081121176,30.0,square,false,0,25,,,,-78.49010954,-0.081121176,28730,9,9,PLANTACION FORESTAL,4,20,32564,0,28730_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,-78.54415507,-0.877124684,30.0,square,false,0,25,,,,-78.54415507,-0.877124684,27400,9,9,PLANTACION FORESTAL,4,20,24158,0,27400_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,-76.0153799,-0.704050418,30.0,square,false,0,25,,,,-76.0153799,-0.704050418,23043,7,7,NATURAL,3,20,25743,0,23043_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,-77.35218686,-0.133304155,30.0,square,false,0,25,,,,-77.35218686,-0.133304155,23044,7,7,NATURAL,3,20,32098,0,23044_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,-77.91845589,0.624755132,30.0,square,false,0,25,,,,-77.91845589,0.624755132,9859,3,3,BOSQUE NATIVO,4,20,37379,0,9859_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,-80.0323862,-3.273980596,30.0,square,false,0,25,,,,-80.0323862,-3.273980596,8525,2,2,ARTIFICIAL,3,20,5875,0,8525_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,-80.26510423,-0.659579933,30.0,square,false,0,25,,,,-80.26510423,-0.659579933,4183,1,1,AREA SIN COBERTURA VEGETAL,2,20,27047,0,4183_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,-79.0901871,-3.194481057,30.0,square,false,0,25,,,,-79.0901871,-3.194481057,37680,12,12,VEGETACION ARBUSTIVA,8,20,6188,0,37680_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,-80.08121227,-2.828394199,30.0,square,false,0,25,,,,-80.08121227,-2.828394199,7211,2,2,ARTIFICIAL,3,20,7807,0,7211_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,-80.0158797,0.625762623,30.0,square,false,0,25,,,,-80.0158797,0.625762623,8540,2,2,ARTIFICIAL,3,20,37381,0,8540_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,-80.04311473,-2.870708824,30.0,square,false,0,25,,,,-80.04311473,-2.870708824,7212,2,2,ARTIFICIAL,3,20,7586,0,7212_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,-79.83485436,-3.726978233,30.0,square,false,0,25,,,,-79.83485436,-3.726978233,11076,3,3,BOSQUE NATIVO,4,20,3613,0,11076_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,-78.77932651,-2.066909882,30.0,square,false,0,25,,,,-78.77932651,-2.066909882,27414,9,9,PLANTACION FORESTAL,4,20,14434,0,27414_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,-79.52114041,-2.285216753,30.0,square,false,0,25,,,,-79.52114041,-2.285216753,23057,7,7,NATURAL,3,20,12091,0,23057_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,-78.50436421,-0.332947171,30.0,square,false,0,25,,,,-78.50436421,-0.332947171,28746,9,9,PLANTACION FORESTAL,4,20,30304,0,28746_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,-78.62328889,-0.702939607,30.0,square,false,0,25,,,,-78.62328889,-0.702939607,27418,9,9,PLANTACION FORESTAL,4,20,25781,0,27418_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,-79.38842755,-2.095837145,30.0,square,false,0,25,,,,-79.38842755,-2.095837145,27419,9,9,PLANTACION FORESTAL,4,20,14158,0,27419_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,-79.37049782,-3.801531787,30.0,square,false,0,25,,,,-79.37049782,-3.801531787,41702,13,13,VEGETACION HERBACEA,9,20,3424,0,41702_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,-78.20025975,-0.706120144,30.0,square,false,0,25,,,,-78.20025975,-0.706120144,23053,7,7,NATURAL,3,20,25738,0,23053_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,-78.39880554,-1.677498187,30.0,square,false,0,25,,,,-78.39880554,-1.677498187,16765,5,5,GLACIAR,6,20,17405,0,16765_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,-79.15136451,-4.318210571,30.0,square,false,0,25,,,,-79.15136451,-4.318210571,36358,12,12,VEGETACION ARBUSTIVA,8,20,1341,0,36358_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,-79.7589089,-2.620090076,30.0,square,false,0,25,,,,-79.7589089,-2.620090076,8552,2,2,ARTIFICIAL,3,20,9027,0,8552_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,-78.87026936,-2.763444891,30.0,square,false,0,25,,,,-78.87026936,-2.763444891,28719,9,9,PLANTACION FORESTAL,4,20,8109,0,28719_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,-80.91109344,-2.273711401,30.0,square,false,0,25,,,,-80.91109344,-2.273711401,4197,1,1,AREA SIN COBERTURA VEGETAL,2,20,12239,0,4197_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,-80.13470852,-1.995864088,30.0,square,false,0,25,,,,-80.13470852,-1.995864088,11040,3,3,BOSQUE NATIVO,4,20,15056,0,11040_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,-78.37156402,-0.191128115,30.0,square,false,0,25,,,,-78.37156402,-0.191128115,28712,9,9,PLANTACION FORESTAL,4,20,31545,0,28712_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,-79.47249698,-0.835451117,30.0,square,false,0,25,,,,-79.47249698,-0.835451117,23024,7,7,NATURAL,3,20,24546,0,23024_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,-80.00239226,-3.381051117,30.0,square,false,0,25,,,,-80.00239226,-3.381051117,23025,7,7,NATURAL,3,20,5119,0,23025_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,-77.08073943,-0.558361511,30.0,square,false,0,25,,,,-77.08073943,-0.558361511,23028,7,7,NATURAL,3,20,28032,0,23028_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,-79.22494447,-2.143511865,30.0,square,false,0,25,,,,-79.22494447,-2.143511865,28714,9,9,PLANTACION FORESTAL,4,20,13730,0,28714_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,-78.89753197,-3.716482845,30.0,square,false,0,25,,,,-78.89753197,-3.716482845,23020,7,7,NATURAL,3,20,3636,0,23020_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,-80.10526344,-1.797257085,30.0,square,false,0,25,,,,-80.10526344,-1.797257085,35014,11,11,TIERRA AGROPECUARIA,5,20,16256,0,35014_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,-80.11465296,-0.707201151,30.0,square,false,0,25,,,,-80.11465296,-0.707201151,1918,0,0,AREA POBLADA,1,20,25732,0,1918_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,-77.75465079,-0.236017527,30.0,square,false,0,25,,,,-77.75465079,-0.236017527,12377,4,4,BOSQUE NATIVO,4,20,31188,0,12377_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,-79.98193468,-2.410893557,30.0,square,false,0,25,,,,-79.98193468,-2.410893557,8547,2,2,ARTIFICIAL,3,20,10868,0,8547_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,-78.13959995,-0.474096971,30.0,square,false,0,25,,,,-78.13959995,-0.474096971,16736,5,5,GLACIAR,6,20,29219,0,16736_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,-79.35269852,-1.616072881,30.0,square,false,0,25,,,,-79.35269852,-1.616072881,1911,0,0,AREA POBLADA,1,20,18208,0,1911_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,-78.9417738,1.216070776,30.0,square,false,0,25,,,,-78.9417738,1.216070776,8563,2,2,ARTIFICIAL,3,20,38828,0,8563_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,-79.98786029,-2.441005815,30.0,square,false,0,25,,,,-79.98786029,-2.441005815,8564,2,2,ARTIFICIAL,3,20,10570,0,8564_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,-78.39032217,-2.002359201,30.0,square,false,0,25,,,,-78.39032217,-2.002359201,38993,12,12,VEGETACION ARBUSTIVA,8,20,14992,0,38993_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,-78.82774064,-2.331586216,30.0,square,false,0,25,,,,-78.82774064,-2.331586216,28728,9,9,PLANTACION FORESTAL,4,20,11531,0,28728_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,-75.7649217,-0.759954753,30.0,square,false,0,25,,,,-75.7649217,-0.759954753,23039,7,7,NATURAL,3,20,25220,0,23039_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,-79.97138175,-1.341838369,30.0,square,false,0,25,,,,-79.97138175,-1.341838369,28726,9,9,PLANTACION FORESTAL,4,20,20873,0,28726_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,-79.2271071,-3.94891941,30.0,square,false,0,25,,,,-79.2271071,-3.94891941,1921,0,0,AREA POBLADA,1,20,2802,0,1921_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,-78.14632814,0.347249752,30.0,square,false,0,25,,,,-78.14632814,0.347249752,1920,0,0,AREA POBLADA,1,20,36111,0,1920_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,-77.94127515,0.630827983,30.0,square,false,0,25,,,,-77.94127515,0.630827983,265,0,0,AREA POBLADA,1,20,37415,0,265_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,-79.28079452,-3.300644656,30.0,square,false,0,25,,,,-79.28079452,-3.300644656,23031,7,7,NATURAL,3,20,5758,0,23031_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,-78.88673047,-2.352331162,30.0,square,false,0,25,,,,-78.88673047,-2.352331162,28720,9,9,PLANTACION FORESTAL,4,20,11343,0,28720_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,-78.43549352,-1.967655113,30.0,square,false,0,25,,,,-78.43549352,-1.967655113,24361,8,8,PARAMO,7,20,15242,0,24361_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,-79.1398217,-0.554950285,30.0,square,false,0,25,,,,-79.1398217,-0.554950285,23033,7,7,NATURAL,3,20,28072,0,23033_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,-76.27689047,-0.477808294,30.0,square,false,0,25,,,,-76.27689047,-0.477808294,37665,12,12,VEGETACION ARBUSTIVA,8,20,29120,0,37665_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,-76.90786952,-0.57908907,30.0,square,false,0,25,,,,-76.90786952,-0.57908907,11057,3,3,BOSQUE NATIVO,4,20,27884,0,11057_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,-78.56611928,-0.325362423,30.0,square,false,0,25,,,,-78.56611928,-0.325362423,1924,0,0,AREA POBLADA,1,20,30365,0,1924_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,-79.49958543,-1.188080962,30.0,square,false,0,25,,,,-79.49958543,-1.188080962,1923,0,0,AREA POBLADA,1,20,21798,0,1923_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,-79.34865614,-0.957993934,30.0,square,false,0,25,,,,-79.34865614,-0.957993934,1922,0,0,AREA POBLADA,1,20,23571,0,1922_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,-79.14368851,-2.170833837,30.0,square,false,0,25,,,,-79.14368851,-2.170833837,23009,7,7,NATURAL,3,20,13470,0,23009_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,-79.78569687,-2.301604585,30.0,square,false,0,25,,,,-79.78569687,-2.301604585,7246,2,2,ARTIFICIAL,3,20,11906,0,7246_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,-80.04134867,-3.639884856,30.0,square,false,0,25,,,,-80.04134867,-3.639884856,8577,2,2,ARTIFICIAL,3,20,3806,0,8577_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,-80.45078373,-1.819481991,30.0,square,false,0,25,,,,-80.45078373,-1.819481991,37652,12,12,VEGETACION ARBUSTIVA,8,20,16117,0,37652_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,-78.40275451,-0.316400333,30.0,square,false,0,25,,,,-78.40275451,-0.316400333,36321,12,12,VEGETACION ARBUSTIVA,8,20,30433,0,36321_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,-78.68263682,-3.925844804,30.0,square,false,0,25,,,,-78.68263682,-3.925844804,23001,7,7,NATURAL,3,20,2871,0,23001_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,-78.25837737,-1.805602721,30.0,square,false,0,25,,,,-78.25837737,-1.805602721,23002,7,7,NATURAL,3,20,16197,0,23002_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,-78.86578233,-0.854802818,30.0,square,false,0,25,,,,-78.86578233,-0.854802818,25663,8,8,PARAMO,7,20,24360,0,25663_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,-78.21958147,-0.156145104,30.0,square,false,0,25,,,,-78.21958147,-0.156145104,25665,8,8,PARAMO,7,20,31900,0,25665_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,-80.03659143,-3.298680185,30.0,square,false,0,25,,,,-80.03659143,-3.298680185,8570,2,2,ARTIFICIAL,3,20,5771,0,8570_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,-80.00872395,-2.633339171,30.0,square,false,0,25,,,,-80.00872395,-2.633339171,23005,7,7,NATURAL,3,20,8935,0,23005_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,-76.53633954,-2.027316499,30.0,square,false,0,25,,,,-76.53633954,-2.027316499,23006,7,7,NATURAL,3,20,14729,0,23006_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,-80.77079267,-1.2573997,30.0,square,false,0,25,,,,-80.77079267,-1.2573997,1932,0,0,AREA POBLADA,1,20,21358,0,1932_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,-79.20631947,-3.529611495,30.0,square,false,0,25,,,,-79.20631947,-3.529611495,24331,8,8,PARAMO,7,20,4148,0,24331_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,-77.45303093,-0.821501669,30.0,square,false,0,25,,,,-77.45303093,-0.821501669,23000,7,7,NATURAL,3,20,24653,0,23000_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,-78.35920466,-0.444119778,30.0,square,false,0,25,,,,-78.35920466,-0.444119778,36322,12,12,VEGETACION ARBUSTIVA,8,20,29518,0,36322_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
