PLOT_ID,CENTER_LON,CENTER_LAT,SIZE_M,SHAPE,FLAGGED,ANALYSES,SAMPLE_POINTS,USER_ID,ANALYSIS_DURATION,COLLECTION_TIME,PL_LONGITUDE,PL_LATITUDE,PL_PLOTID,PL_FID_REFDTA,PL_NIVEL2,LAND COVER:PRIMARY TREE,LAND COVER:SECONDARY TREE,LAND COVER:PLANTATION TREE,LAND COVER:MANGROVE,LAND COVER:HERBACEOUS/GRASS VEGETATION,LAND COVER:SHRUB VEGETATION,LAND COVER:PARAMO VEGETATION,LAND COVER:CROPS,LAND COVER:NATURAL WATER,LAND COVER:ARTIFICIAL WATER,LAND COVER:WETLAND VEGETATION,LAND COVER:HOUSING STRUCTURE,LAND COVER:INFRASTRUCTURE,LAND COVER:ROADS AND LOTS,LAND COVER:SETTLEMENT VEGETATION,LAND COVER:BARE GROUND,LAND COVER:SNOW/ICE,LAND COVER:OTHER,LAND COVER:CLOUDS/UNINTERPRETABLE
80,-79.12659006,-1.206562019,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T20:36:27.669928,-79.12659006,-1.206562019,38,33427,TIERRA AGROPECUARIA,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,-79.35823565,-4.423087807,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T20:39:41.976025,-79.35823565,-4.423087807,39,39804,VEGETACION HERBACEA,0.0,0.0,0.0,0.0,28.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,-79.84690931,-1.342143426,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T22:20:28.347103,-79.84690931,-1.342143426,140,27060,PLANTACION FORESTAL,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0
83,-79.11201757,-2.916223318,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T22:21:34.785172,-79.11201757,-2.916223318,141,25723,PARAMO,0.0,0.0,0.0,0.0,80.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,-78.8987838,1.317962799,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T22:27:33.853936,-78.8987838,1.317962799,142,7123,ARTIFICIAL,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,-78.95751891,-0.608429732,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T22:30:18.205236,-78.95751891,-0.608429732,143,10704,BOSQUE NATIVO,8.0,0.0,0.0,0.0,88.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,-78.40879416,-0.344768227,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T22:34:37.734253,-78.40879416,-0.344768227,144,28696,PLANTACION FORESTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,-77.66908751,-2.897262955,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T22:35:01.875271,-77.66908751,-2.897262955,145,10086,BOSQUE NATIVO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
88,-78.77569828,-2.898137132,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T22:40:13.546234,-78.77569828,-2.898137132,146,201,AREA POBLADA,0.0,24.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,32.0,16.0,0.0,0.0,0.0,0.0
89,-80.12092218,-3.384335812,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T22:40:44.886195,-80.12092218,-3.384335812,147,7379,ARTIFICIAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,-80.01956966,-2.331979115,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T22:44:44.134563,-80.01956966,-2.331979115,148,8173,ARTIFICIAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,-78.93876414,-0.590185434,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T22:49:50.127085,-78.93876414,-0.590185434,149,9994,BOSQUE NATIVO,16.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,-77.48106445,-2.787432568,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T23:43:30.477297,-77.48106445,-2.787432568,40,1874,AREA POBLADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
93,-79.38068004,-4.416681139,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T20:41:43.993429,-79.38068004,-4.416681139,41,40254,VEGETACION HERBACEA,0.0,0.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,-78.98821452,-2.272894462,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T20:42:16.883752,-78.98821452,-2.272894462,42,41050,VEGETACION HERBACEA,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
95,-80.79710615,-0.960040568,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T20:43:04.824662,-80.79710615,-0.960040568,43,4583,AREA SIN COBERTURA VEGETAL,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
96,-78.14375348,-0.49888786,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T20:43:59.214277,-78.14375348,-0.49888786,44,3169,AREA SIN COBERTURA VEGETAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
97,-79.38965075,-1.195279534,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T20:46:48.806761,-79.38965075,-1.195279534,45,21074,NATURAL,12.0,48.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,-80.20709225,-2.4851002,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T20:46:53.850304,-80.20709225,-2.4851002,46,3216,AREA SIN COBERTURA VEGETAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,-78.70879634,-2.000187901,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T20:47:49.312691,-78.70879634,-2.000187901,47,3401,AREA SIN COBERTURA VEGETAL,0.0,0.0,0.0,0.0,92.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,-78.15063026,-0.495296988,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T20:48:02.210544,-78.15063026,-0.495296988,48,17529,GLACIAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,96.0,0.0,0.0
101,-79.06715525,0.237167453,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T20:49:06.181040,-79.06715525,0.237167453,49,27646,PLANTACION FORESTAL,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,-76.04609038,-2.103995357,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T22:55:15.822587,-76.04609038,-2.103995357,150,21500,NATURAL,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,-80.48429706,-0.785804911,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T23:02:40.594571,-80.48429706,-0.785804911,151,6865,ARTIFICIAL,24.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,-77.59025119,0.568905302,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T23:03:04.109945,-77.59025119,0.568905302,152,14525,BOSQUE NATIVO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
105,-80.472032,-2.580306877,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T23:08:11.073384,-80.472032,-2.580306877,153,37112,VEGETACION ARBUSTIVA,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,-80.10526344,-1.797257085,30.0,square,true,0,25,stevedale2613@msn.com,,2018-12-30T23:11:17.038861,-80.10526344,-1.797257085,154,35014,TIERRA AGROPECUARIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,-78.65265118,-2.577187366,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T23:38:17.281357,-78.65265118,-2.577187366,155,2233,AREA POBLADA,0.0,0.0,0.0,0.0,16.0,4.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
108,-76.21019935,0.118020916,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T23:36:40.721726,-76.21019935,0.118020916,156,30511,TIERRA AGROPECUARIA,32.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,-78.18490119,-2.09415521,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T23:35:16.723270,-78.18490119,-2.09415521,157,22912,NATURAL,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0
110,-79.39154612,-3.865819688,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T23:30:38.690080,-79.39154612,-3.865819688,158,38848,VEGETACION ARBUSTIVA,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,-78.74779797,-4.269947003,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T23:11:47.656390,-78.74779797,-4.269947003,159,30973,TIERRA AGROPECUARIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
112,-78.14269236,-0.492739623,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T20:49:25.572190,-78.14269236,-0.492739623,50,16089,GLACIAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,20.0,0.0,0.0
113,-78.43594549,-1.993849894,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T23:43:35.298370,-78.43594549,-1.993849894,51,25870,PARAMO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
114,-79.99699626,-3.244908862,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T20:55:54.250900,-79.99699626,-3.244908862,52,6498,ARTIFICIAL,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
115,-79.25620923,-3.7331951,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T23:45:51.942130,-79.25620923,-3.7331951,53,2682,AREA POBLADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
116,-79.98971876,0.783824455,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T20:56:25.464125,-79.98971876,0.783824455,54,27945,PLANTACION FORESTAL,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,-79.43548884,-3.70223077,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T21:01:46.926957,-79.43548884,-3.70223077,55,33494,TIERRA AGROPECUARIA,0.0,0.0,0.0,0.0,8.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,-78.9864294,-3.231045651,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T21:04:37.746846,-78.9864294,-3.231045651,56,25000,PARAMO,0.0,0.0,0.0,0.0,68.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,-78.11416662,-0.485240288,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T21:04:51.541571,-78.11416662,-0.485240288,57,15982,GLACIAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
120,-78.80852005,-1.479685122,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T21:06:05.372490,-78.80852005,-1.479685122,58,15060,GLACIAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,60.0,0.0,24.0
121,-78.00187957,0.01421734,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T21:06:19.475145,-78.00187957,0.01421734,59,17565,GLACIAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
122,-80.04038424,-2.570967313,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T23:12:10.734782,-80.04038424,-2.570967313,160,7204,ARTIFICIAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
123,-78.4496759,-0.063754801,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T23:30:15.361953,-78.4496759,-0.063754801,161,40180,VEGETACION HERBACEA,0.0,0.0,0.0,0.0,52.0,20.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0
124,-78.25347421,-1.288113645,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T23:12:43.463661,-78.25347421,-1.288113645,162,14539,BOSQUE NATIVO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
125,-78.38074582,-2.091657527,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T23:22:15.294610,-78.38074582,-2.091657527,163,26613,PARAMO,8.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,-80.72090999,-2.092507865,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T23:25:18.554521,-80.72090999,-2.092507865,164,4444,AREA SIN COBERTURA VEGETAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
127,-80.10543651,-3.354534043,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T23:29:04.633429,-80.10543651,-3.354534043,165,6916,ARTIFICIAL,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,-78.7964585,-1.479384253,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T21:06:39.667566,-78.7964585,-1.479384253,60,16488,GLACIAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
129,-79.05499694,0.2571763,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T21:07:41.647068,-79.05499694,0.2571763,61,28405,PLANTACION FORESTAL,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,-79.9175121,-2.736637924,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T21:07:50.037766,-79.9175121,-2.736637924,62,8691,ARTIFICIAL,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,-78.22916433,-1.97733684,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T21:08:42.445302,-78.22916433,-1.97733684,63,23608,NATURAL,52.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,-78.00217728,0.017462163,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T21:08:49.887940,-78.00217728,0.017462163,64,17575,GLACIAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
133,-78.07249627,0.805767022,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T23:44:41.221062,-78.07249627,0.805767022,65,14899,BOSQUE NATIVO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
134,-79.94952387,-2.460087715,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T21:11:14.498774,-79.94952387,-2.460087715,66,8123,ARTIFICIAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
135,-79.89852498,-4.09000756,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T21:12:21.980492,-79.89852498,-4.09000756,67,9188,BOSQUE NATIVO,0.0,0.0,0.0,0.0,24.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,-78.47258425,-0.194529544,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T21:14:27.749165,-78.47258425,-0.194529544,68,36883,VEGETACION ARBUSTIVA,0.0,0.0,0.0,0.0,8.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
137,-77.34078893,-0.910034564,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T21:14:34.213060,-77.34078893,-0.910034564,69,21370,NATURAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,-80.54776996,-2.457530565,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T21:15:10.789109,-80.54776996,-2.457530565,70,3077,AREA SIN COBERTURA VEGETAL,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,-77.96929265,0.019779976,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T21:15:34.581807,-77.96929265,0.019779976,71,17519,GLACIAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
140,-79.98108626,0.2865075,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T21:16:25.375039,-79.98108626,0.2865075,72,21176,NATURAL,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,-80.26908523,-0.677576899,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T21:19:09.470474,-80.26908523,-0.677576899,73,6320,ARTIFICIAL,0.0,0.0,0.0,80.0,16.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,-78.6036312,-0.186464753,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T21:20:14.966399,-78.6036312,-0.186464753,74,16439,GLACIAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,28.0,0.0,0.0
143,-78.3339369,0.298943011,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T21:26:06.800871,-78.3339369,0.298943011,75,37033,VEGETACION ARBUSTIVA,0.0,0.0,0.0,0.0,12.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,-78.92677547,-1.467846782,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T21:27:32.469117,-78.92677547,-1.467846782,76,25328,PARAMO,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,-78.39800605,-1.67881252,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T23:42:56.151141,-78.39800605,-1.67881252,77,15166,GLACIAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
146,-78.16390249,-1.124363512,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T21:27:58.322144,-78.16390249,-1.124363512,78,3541,AREA SIN COBERTURA VEGETAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
147,-79.95025561,-2.234451874,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T21:28:08.227861,-79.95025561,-2.234451874,79,21270,NATURAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,-77.81315238,-1.907241826,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T22:00:08.530231,-77.81315238,-1.907241826,100,815,AREA POBLADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
149,-79.25795099,-0.658459823,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T22:00:51.717875,-79.25795099,-0.658459823,101,29871,PLANTACION FORESTAL,8.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,-78.7484388,-2.671276687,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T18:51:59.610506,-78.7484388,-2.671276687,102,28170,PLANTACION FORESTAL,0.0,0.0,16.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,-79.24838863,-3.994301422,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T18:52:22.945596,-79.24838863,-3.994301422,103,2171,AREA POBLADA,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,-79.03938744,0.407218473,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T18:52:50.109269,-79.03938744,0.407218473,104,12644,BOSQUE NATIVO,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,-78.50717279,-0.654530434,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T18:54:02.572252,-78.50717279,-0.654530434,105,24503,PARAMO,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,-80.99095132,-2.198621274,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T18:59:56.678616,-80.99095132,-2.198621274,106,41015,VEGETACION HERBACEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,88.0,0.0,0.0,0.0,0.0
155,-78.80208269,-1.466246288,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T23:42:26.099372,-78.80208269,-1.466246288,80,15862,GLACIAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
156,-78.99609681,-3.471754119,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T23:39:26.471306,-78.99609681,-3.471754119,107,25232,PARAMO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
157,-77.89830412,-0.185031942,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T21:28:49.777628,-77.89830412,-0.185031942,81,12715,BOSQUE NATIVO,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,-78.36462878,-1.887794433,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T23:38:59.724985,-78.36462878,-1.887794433,108,25582,PARAMO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
159,-78.27940184,0.027488579,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T21:31:27.546800,-78.27940184,0.027488579,82,31946,TIERRA AGROPECUARIA,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
160,-80.0212061,-2.189464122,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-30T19:04:57.058391,-80.0212061,-2.189464122,109,32636,TIERRA AGROPECUARIA,16.0,4.0,0.0,0.0,72.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,-79.31153799,-4.373623327,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T21:32:59.351490,-79.31153799,-4.373623327,83,28737,PLANTACION FORESTAL,0.0,0.0,48.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,-80.47954595,-4.053875814,30.0,square,false,0,25,stevedale2613@msn.com,,2018-12-29T21:43:18.398871,-80.47954595,-4.053875814,84,3879,AREA SIN COBERTURA VEGETAL,72.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
